# t                      a
5.558972485899537101e-04 1.000000000000000021e-03
5.616107533681357093e-04 1.006938631476027041e-03
5.673842536565442156e-04 1.013925407558815411e-03
5.732183722719773637e-04 1.020960662306046604e-03
5.791137459634220245e-04 1.028044732093309679e-03
5.850710392709678213e-04 1.035177955630176309e-03
5.911050871695299217e-04 1.042360673976401152e-03
5.971906690496185969e-04 1.049593230558227598e-03
6.033212114344709302e-04 1.056875971184803890e-03
6.095340414671300859e-04 1.064209244064724582e-03
6.158108122136238868e-04 1.071593399822671090e-03
6.221501239846991601e-04 1.079028791516183647e-03
6.285732319224466343e-04 1.086515774652538433e-03
6.350319311473338110e-04 1.094054707205742438e-03
6.415746399665021079e-04 1.101645949633656921e-03
6.481861208842418839e-04 1.109289864895222780e-03
6.548667504038261419e-04 1.116986818467822530e-03
6.616173801812228524e-04 1.124737178364752007e-03
6.684387104723963410e-04 1.132541315152811546e-03
6.753314593068713342e-04 1.140399601970033122e-03
6.822963576349481193e-04 1.148312414543511137e-03
6.893341471694289842e-04 1.156280131207375458e-03
6.964455794102872906e-04 1.164303132920876775e-03
7.036314151422915549e-04 1.172381803286598597e-03
7.108924241430167931e-04 1.180516528568805639e-03
7.182293850185315128e-04 1.188707697711903228e-03
7.256430850846038502e-04 1.196955702359042868e-03
7.331343204211024974e-04 1.205260936870842505e-03
7.407038954567732921e-04 1.213623798344240588e-03
7.483526228837520441e-04 1.222044686631488684e-03
7.560813237341699241e-04 1.230524004359261634e-03
7.638908270570785638e-04 1.239062156947915577e-03
7.717819697297121414e-04 1.247659552630869806e-03
7.797555963831024391e-04 1.256316602474120232e-03
7.878126174961639413e-04 1.265033720395903781e-03
7.959537703741135280e-04 1.273811323186478574e-03
8.041799945626146914e-04 1.282649830528059809e-03
8.124921762827639390e-04 1.291549665014883998e-03
8.208912216980388584e-04 1.300511252173408528e-03
8.293776414471929533e-04 1.309535020482667771e-03
8.379528911053311154e-04 1.318621401394748458e-03
8.466177571605502158e-04 1.327770829355428986e-03
8.553728523255086421e-04 1.336983741824946661e-03
8.642368913815976546e-04 1.346260579298909571e-03
8.731589448465191302e-04 1.355601785329368925e-03
8.821916640946445617e-04 1.365007806546013683e-03
8.913191164019449494e-04 1.374479092677536717e-03
9.004831351138717962e-04 1.384016096573131502e-03
9.093988456989607946e-04 1.393619274224142113e-03
9.186619476327926356e-04 1.403289084785873256e-03
9.280394574042725216e-04 1.413025990599533653e-03
9.375158462356922903e-04 1.422830457214352027e-03
9.470922837042647976e-04 1.432702953409831009e-03
9.567697884990120690e-04 1.442643951218157373e-03
9.665496101309842877e-04 1.452653925946781202e-03
9.764323513108406124e-04 1.462733356201129922e-03
9.864193364863547194e-04 1.472882723907501879e-03
9.965116426460249918e-04 1.483102514336104337e-03
1.006710359557016826e-03 1.493393216124251719e-03
1.017016589344388105e-03 1.503755321299738400e-03
1.027431718747750860e-03 1.514189325304352018e-03
1.037956231253689193e-03 1.524695727017574571e-03
1.048591646555463225e-03 1.535275028780422714e-03
1.059339112676416011e-03 1.545927736419476940e-03
1.070199790625059105e-03 1.556654359271062099e-03
1.081174853582389300e-03 1.567455410205594903e-03
1.092265488788157551e-03 1.578331405652118108e-03
1.103472895864432207e-03 1.589282865622978049e-03
1.114798282565110160e-03 1.600310313738700137e-03
1.126242875830407502e-03 1.611414277253019837e-03
1.137807914171839801e-03 1.622595287078087110e-03
1.149494646304427331e-03 1.633853877809862123e-03
1.161304338048396506e-03 1.645190587753662514e-03
1.173238264629228094e-03 1.656605958949913414e-03
1.185297649217931020e-03 1.668100537200059227e-03
1.197483927984577040e-03 1.679674872092653225e-03
1.209798354712354534e-03 1.691329517029648791e-03
1.222242259416805431e-03 1.703065029252844422e-03
1.234816987583319935e-03 1.714881969870539046e-03
1.247523898323609891e-03 1.726780903884356060e-03
1.260364364764842825e-03 1.738762400216250364e-03
1.273339774422676662e-03 1.750827031735725098e-03
1.286451529240672641e-03 1.762975375287205784e-03
1.299701045726297643e-03 1.775208011717634149e-03
1.313089755108575851e-03 1.787525525904235402e-03
1.326619103489634199e-03 1.799928506782476562e-03
1.340290552004574486e-03 1.812417547374237711e-03
1.354105576979125047e-03 1.824993244816152391e-03
1.368065670649620379e-03 1.837656200388170478e-03
1.382172339642550717e-03 1.850407019542302115e-03
1.396427106923558547e-03 1.863246311931559835e-03
1.410831511005294480e-03 1.876174691439121437e-03
1.425387106626318633e-03 1.889192776207666326e-03
1.440095464667833901e-03 1.902301188668943871e-03
1.454958172825370887e-03 1.915500555573527823e-03
1.469976834651775654e-03 1.928791508020777801e-03
1.485153070636346506e-03 1.942174681489026522e-03
1.500488515449260440e-03 1.955650715865949168e-03
1.515984826340410329e-03 1.969220255479171497e-03
1.531643672849857928e-03 1.982883949127071596e-03
1.547466745613012683e-03 1.996642450109793483e-03
1.563455750020148038e-03 2.010496416260499231e-03
1.579612410804953192e-03 2.024446509976803900e-03
1.595938469800772374e-03 2.038493398252464155e-03
1.612435686452417648e-03 2.052637752709252084e-03
1.629105839583643977e-03 2.066880249629082268e-03
1.645950726107070061e-03 2.081221569986339229e-03
1.662972161647013458e-03 2.095662399480432980e-03
1.680171980649402663e-03 2.110203428568596575e-03
1.697552036679316877e-03 2.124845352498882720e-03
1.715114202557543443e-03 2.139588871343421454e-03
1.732860370572630437e-03 2.154434690031884272e-03
1.750792452880566962e-03 2.169383518385184159e-03
1.768912381040709924e-03 2.184436071149428466e-03
1.787222107513474888e-03 2.199593068030074750e-03
1.805723604038300244e-03 2.214855233726359396e-03
1.824418863358933784e-03 2.230223297965938743e-03
1.843309898941436053e-03 2.245697995539773940e-03
1.862398745207327188e-03 2.261280066337279480e-03
1.881687457751190628e-03 2.276970255381679901e-03
1.901178113583811956e-03 2.292769312865648810e-03
1.920872811236539867e-03 2.308677994187169520e-03
1.940773671516237819e-03 2.324697059985648094e-03
1.960882837063415273e-03 2.340827276178294395e-03
1.981202473087195336e-03 2.357069413996727789e-03
2.001734767600682040e-03 2.373424250023866040e-03
2.022481756426496979e-03 2.389892566231050126e-03
2.043445998567649646e-03 2.406475150015424062e-03
2.064629596627786789e-03 2.423172794237600514e-03
2.086034830699689657e-03 2.439986297259550199e-03
2.107664006091524832e-03 2.456916462982790088e-03
2.129519453808681028e-03 2.473964100886814031e-03
2.151603535085699469e-03 2.491130026067788373e-03
2.173918672921048689e-03 2.508415059277541159e-03
2.196481312328967938e-03 2.525820026962784671e-03
2.219266641737771117e-03 2.543345761304648036e-03
2.242290457646011880e-03 2.560993100258459210e-03
2.265537143367967864e-03 2.578762887593801043e-03
2.289044052952382124e-03 2.596655972934872221e-03
2.312801438988598256e-03 2.614673211801091940e-03
2.336806967502491183e-03 2.632815465648019864e-03
2.361063209756153036e-03 2.651083601908538895e-03
2.385572766506971042e-03 2.669478494034320699e-03
2.410338265696143189e-03 2.688001021537607393e-03
2.435362529386253094e-03 2.706652070033241288e-03
2.460647888621546840e-03 2.725432531281027707e-03
2.486197250054721607e-03 2.744343303228365376e-03
2.512013355986607820e-03 2.763385290053169997e-03
2.538098977599378102e-03 2.782559402207125665e-03
2.564456915780332323e-03 2.801866556459195207e-03
